Order ID,Product Name,Category,Price,Quantity,Customer Name,Date
673,Messi!!,sports,220.83,1,,2024-01-01
ORD674,MESSI,,69.51,-1,,
675,Messi!!,,252.36,,JOHN,2024-01-01
,MESSI,sports,122.54,,J0hn,2024-01-01
677,Messi,Sports,,8,John,2024/13/01
ORD678,MESSI,Sports,unknown,,John,2024-01-01
679,,Sports,,-1,john ,2024-01-01
, Messi ,,unknown,6,,
681,Messi,Electronics,,,John,
,MESSI,sports,unknown,8,john ,2024/13/01
683, Messi ,,unknown,,J0hn,
,,,,9,,01/02/2024
685, Messi ,Elec ,,-1,J0hn,
ORD686,,,,,,2024-01-01
,,,unknown,,JOHN,01/02/2024
,MESSI,Electronics,,,john ,2024/13/01
,Messi!!,,unknown,,J0hn,01/02/2024
, Messi ,Sports,137.39,,,
,MESSI,,,,john ,01/02/2024
ORD692, Messi ,sports,454.41,,john ,01/02/2024
ORD693,messi,,,,john ,01/02/2024
,Messi!!,Electronics,,3,J0hn,
,,sports,,-1,JOHN,
,Messi!!,,,,,
697,messi,Sports,,,John,2024/13/01
698,messi,Sports,,,john ,
ORD699,,,unknown,3,john ,01/02/2024
ORD700,Messi!!,Sports,,,JOHN,2024-01-01
,,,,,J0hn,2024/13/01
ORD702,messi,Sports,,,,01/02/2024
703,Messi!!,,,,,
,,Elec ,unknown,,JOHN,2024/13/01
,,sports,unknown,-1,JOHN,2024-01-01
, Messi ,Elec ,,7,,2024/13/01
,messi,,191.59,,John,2024/13/01
,messi,Electronics,,,,
709,,Electronics,,-1,J0hn,
, Messi ,Elec ,,,JOHN,2024/13/01
,messi,sports,,8,,01/02/2024
ORD712,,,,,JOHN,
ORD713,Messi,,,-1,,01/02/2024
,Messi!!,,181.41,,john ,2024/13/01
715,Messi!!,Electronics,305.3,-1,,2024-01-01
, Messi ,Sports,unknown,6,john ,
ORD717,Messi!!,,324.08,,john ,
ORD718,messi,,100.54,,John,
719,MESSI,Elec ,unknown,7,,
,Messi!!,Elec ,,-1,John,01/02/2024
721,messi,,,,JOHN,
,,Sports,,10,John,2024/13/01
723,Messi!!,,,,,2024-01-01
,Messi!!,Electronics,unknown,,JOHN,2024/13/01
,,,unknown,10,john ,
,Messi!!,Sports,,-1,JOHN,
727,Messi!!,Electronics,,,,
,MESSI,Sports,,5,,01/02/2024
729,Messi,Sports,,-1,JOHN,01/02/2024
ORD730,Messi!!,Electronics,,3,John,
,,sports,,,John,2024-01-01
,Messi,,,,,2024-01-01
733,Messi!!,Electronics,unknown,6,J0hn,
,,Sports,345.45,,John,
ORD735,MESSI,sports,,9,,2024/13/01
ORD736,MESSI,sports,487.7,7,john ,01/02/2024
ORD737,,Electronics,,,john ,
738,Messi!!,,53.96,1,JOHN,2024/13/01
,Messi!!,sports,unknown,,John,
, Messi ,Electronics,254.49,-1,J0hn,2024/13/01
ORD741,MESSI,,,,,01/02/2024
ORD742, Messi ,sports,,-1,John,
,Messi,Elec ,,,J0hn,
ORD744,,,unknown,,john ,2024-01-01
ORD745,MESSI,,,-1,J0hn,2024-01-01
, Messi ,Sports,369.65,-1,John,01/02/2024
ORD747, Messi ,Sports,121.16,,JOHN,2024/13/01
748,MESSI,Electronics,217.98,1,,
,Messi,Electronics,unknown,-1,,2024/13/01
,,Sports,,3,,
ORD751,messi,,402.86,,JOHN,2024/13/01
752,Messi!!,,,-1,,2024/13/01
ORD753,Messi!!,Elec ,313.01,,JOHN,2024/13/01
,messi,,unknown,,,2024-01-01
,Messi,Sports,,,JOHN,2024/13/01
,Messi!!,,,,,2024-01-01
ORD757,,,unknown,1,,2024-01-01
,MESSI,Sports,295.8,6,,
ORD759,messi,Electronics,unknown,,john ,2024/13/01
,messi,Electronics,,,john ,2024-01-01
,Messi,sports,,,john ,
,MESSI,,,-1,john ,2024-01-01
,messi,,unknown,10,,
, Messi ,Electronics,379.74,,John,
765,messi,Elec ,215.01,,JOHN,2024-01-01
,MESSI,sports,,8,JOHN,01/02/2024
,,,202.19,,,01/02/2024
,Messi,,,,john ,01/02/2024
,,,,6,,
ORD770,messi,Elec ,,7,J0hn,
,Messi,Electronics,unknown,-1,,
,,,,6,J0hn,
ORD773,messi,sports,,-1,,2024-01-01
,,Elec ,,,John,01/02/2024
ORD775,,Elec ,,,,
776,Messi,sports,,,JOHN,2024/13/01
,messi,,480.7,-1,john ,2024-01-01
778,messi,Elec ,,,JOHN,
, Messi ,Electronics,,10,JOHN,
780,messi,Elec ,unknown,-1,john ,
, Messi ,Electronics,,,J0hn,2024-01-01
,MESSI,Electronics,,,,2024-01-01
,Messi!!,sports,unknown,,JOHN,01/02/2024
784,messi,,unknown,,,
ORD785,MESSI,,22.25,3,J0hn,
,messi,,58.18,,,
,,,unknown,,,2024-01-01
ORD788,,,25.26,,,2024/13/01
ORD789,Messi,Elec ,,,J0hn,
,MESSI,,,-1,John,2024/13/01
,MESSI,Sports,,,JOHN,2024-01-01
ORD792,messi,,392.76,,,
,MESSI,sports,29.73,,,
ORD794,Messi!!,Elec ,,-1,john ,01/02/2024
ORD795,messi,,,-1,JOHN,2024-01-01
,Messi,,unknown,,,
,Messi,sports,,-1,,01/02/2024
,,,,,john ,
ORD799,Messi,Electronics,263.14,,JOHN,
,MESSI,,unknown,5,John,01/02/2024
ORD801,Messi!!,,,,john ,2024/13/01
ORD802,messi,sports,,,JOHN,2024-01-01
ORD803,Messi,Sports,,,JOHN,01/02/2024
804,,,185.41,,john ,
,messi,Elec ,139.26,-1,John,2024-01-01
,MESSI,,,-1,,2024-01-01
,MESSI,sports,,,John,
808,MESSI,,151.89,,,
,Messi,,491.72,,john ,2024/13/01
ORD810,Messi!!,sports,unknown,,J0hn,01/02/2024
, Messi ,Sports,57.97,-1,,01/02/2024
,,,194.49,,,01/02/2024
,MESSI,Electronics,391.88,,JOHN,
ORD814,MESSI,sports,109.41,-1,,
,MESSI,,,,john ,2024/13/01
,,Sports,,2,,
ORD817,,sports,unknown,,john ,2024-01-01
ORD818,Messi!!,sports,,,john ,
819,Messi!!,Elec ,,,John,
,,Electronics,,,John,
,,,215.58,-1,john ,
822,Messi,,304.75,-1,,01/02/2024
,,Elec ,,,,
, Messi ,Elec ,,,John,
, Messi ,,345.9,,JOHN,01/02/2024
,messi,,,-1,,2024-01-01
,,,,5,,01/02/2024
828,messi,sports,498.35,,john ,2024-01-01
ORD829,,Electronics,,3,,
,Messi!!,sports,unknown,,J0hn,
831,Messi!!,,,,john ,01/02/2024
,MESSI,,,-1,,
833,MESSI,sports,unknown,,John,01/02/2024
834,,,,,,2024/13/01
,Messi,Sports,,,john ,01/02/2024
ORD836,,,405.22,-1,john ,2024/13/01
837,messi,sports,77.39,6,JOHN,
838,,Sports,unknown,-1,J0hn,2024/13/01
,,,241.13,,JOHN,
,Messi,,unknown,,,2024/13/01
841,,Elec ,371.35,-1,john ,2024/13/01
ORD842, Messi ,,unknown,,John,
ORD843,,Elec ,,,,2024-01-01
,,Elec ,,-1,,2024-01-01
845,,Sports,202.18,-1,John,2024/13/01
,,,unknown,1,john ,2024/13/01
847,Messi,,357.64,-1,JOHN,
,Messi!!,Elec ,,,,2024/13/01
,Messi,sports,,,JOHN,2024-01-01
, Messi ,Sports,,,,2024/13/01
,,,194.02,,J0hn,
852,Messi!!,,306.36,,,2024/13/01
,messi,,,-1,,01/02/2024
854,MESSI,Sports,414.47,,JOHN,
,messi,,209.56,5,JOHN,01/02/2024
,,Sports,461.29,-1,,2024/13/01
857,Messi!!,,,,John,01/02/2024
858,Messi!!,,unknown,,John,2024/13/01
859,messi,Elec ,unknown,,john ,2024-01-01
860,,,147.08,,JOHN,01/02/2024
, Messi ,Elec ,35.16,-1,John,2024/13/01
ORD862,,sports,,,JOHN,
,Messi,,,,john ,2024/13/01
,messi,Electronics,211.39,,,2024/13/01
,Messi!!,sports,97.53,-1,,01/02/2024
,MESSI,Elec ,unknown,,John,
,Messi!!,,,2,john ,01/02/2024
,Messi!!,,,,,
869,Messi,sports,unknown,-1,,2024/13/01
,Messi!!,,,6,john ,2024-01-01
ORD871,messi,Electronics,,,JOHN,
ORD872,Messi,,,-1,john ,01/02/2024
ORD873, Messi ,sports,285.86,,,2024-01-01
,Messi!!,,421.7,6,JOHN,
ORD875, Messi ,,unknown,,,
876,,Sports,,,,01/02/2024
877,Messi,,,-1,,2024/13/01
878,,,,,john ,2024/13/01
,,,422.21,,,2024-01-01
, Messi ,,,-1,,2024/13/01
ORD881,Messi!!,,unknown,,J0hn,01/02/2024
,Messi,,,-1,John,
ORD883, Messi ,,,,JOHN,2024-01-01
ORD884,messi,Electronics,,6,John,2024/13/01
885,,,356.45,,John,2024/13/01
886,MESSI,,,-1,J0hn,2024-01-01
,messi,,,,John,
,,,unknown,-1,,01/02/2024
889,,,34.98,,J0hn,
, Messi ,,unknown,,,2024/13/01
, Messi ,,unknown,-1,,
892,MESSI,,,8,,
,Messi!!,,108.95,,John,01/02/2024
,Messi!!,,,-1,John,
ORD895,,Electronics,unknown,,john ,2024/13/01
ORD896,messi,Elec ,,,,2024/13/01
ORD897,MESSI,sports,,-1,,2024-01-01
ORD898, Messi ,Elec ,,6,,
, Messi ,Sports,,,,01/02/2024
, Messi ,Elec ,38.82,7,John,
901,messi,sports,,,,
ORD902,,,unknown,,,2024/13/01
ORD903,messi,Elec ,unknown,-1,,2024/13/01
904,,sports,,,John,
,Messi!!,Sports,,7,,2024/13/01
,,,,9,JOHN,
,messi,Electronics,unknown,3,John,
908,Messi,,432.35,-1,J0hn,
ORD909,Messi,,unknown,2,,
ORD910,,sports,,-1,,2024/13/01
911, Messi ,,340.49,8,John,
912,Messi!!,Electronics,,,JOHN,2024-01-01
,,Electronics,,,John,2024-01-01
ORD914,messi,Electronics,,,J0hn,2024/13/01
ORD915,Messi!!,,181.14,,John,
,,Sports,,4,J0hn,
,messi,,53.97,,john ,
ORD918,,,,-1,John,
,MESSI,,,,,
920,Messi!!,,407.51,-1,JOHN,
,,sports,426.96,9,J0hn,2024-01-01
ORD922,Messi!!,sports,,1,john ,
923,Messi,sports,,10,J0hn,2024-01-01
924,,sports,460.57,,john ,2024-01-01
ORD925,,,46.4,-1,J0hn,
,Messi!!,sports,358.63,2,J0hn,01/02/2024
,,,425.94,,,2024/13/01
928,,,68.85,9,john ,2024/13/01
,Messi!!,Sports,unknown,7,JOHN,
930,Messi,Sports,6.32,,J0hn,2024/13/01
,Messi,,,-1,john ,2024/13/01
,,sports,469.44,-1,John,
,MESSI,,258.49,,,2024/13/01
,messi,Electronics,,-1,,
ORD935, Messi ,,,,,
,MESSI,sports,,,john ,2024/13/01
937, Messi ,,,,JOHN,2024-01-01
,Messi,,,,,01/02/2024
939,Messi,,,-1,J0hn,2024-01-01
, Messi ,,unknown,,john ,2024-01-01
941,messi,,unknown,,john ,
, Messi ,Electronics,329.71,,John,
,,Elec ,465.75,,,2024/13/01
,,Sports,,-1,,01/02/2024
,messi,Sports,,,J0hn,
,Messi,sports,,,,2024-01-01
,,Electronics,unknown,3,J0hn,
948,Messi!!,Elec ,,,John,
,Messi,Sports,unknown,,John,
ORD950,messi,Electronics,468.59,-1,,2024-01-01
ORD951,messi,Sports,,,,2024-01-01
ORD952,,Sports,,,,
953,MESSI,,473.58,,JOHN,2024-01-01
ORD954, Messi ,,,1,John,
ORD955,messi,,,6,,2024-01-01
ORD956,,,unknown,,,2024/13/01
,MESSI,Sports,330.65,,,01/02/2024
ORD958, Messi ,Electronics,,4,JOHN,01/02/2024
,Messi,Sports,,6,,2024-01-01
,Messi,Elec ,,-1,,2024/13/01
961,Messi!!,Elec ,unknown,,john ,
ORD962,MESSI,Sports,unknown,,JOHN,
ORD963,MESSI,Electronics,unknown,9,,2024/13/01
,Messi!!,Sports,,,J0hn,2024-01-01
,MESSI,sports,367.81,-1,,01/02/2024
,Messi,,362.67,,,2024/13/01
,Messi,Sports,unknown,6,,
968, Messi ,sports,unknown,,JOHN,2024/13/01
,messi,,,10,,2024-01-01
970,Messi!!,Sports,unknown,,J0hn,01/02/2024
971,,Elec ,,-1,JOHN,
972,,,442.94,,john ,2024-01-01
,,sports,,,john ,2024/13/01
,messi,sports,,,John,
,,Electronics,unknown,-1,,2024/13/01
ORD976,messi,,unknown,,John,2024/13/01
,messi,,,6,john ,01/02/2024
ORD978,MESSI,Sports,,5,john ,
ORD979,Messi,Elec ,unknown,,john ,2024-01-01
,MESSI,Elec ,unknown,1,JOHN,2024/13/01
981,Messi!!,sports,231.81,-1,J0hn,
ORD982,Messi,Sports,,3,,
ORD983,MESSI,Elec ,407.11,,JOHN,2024-01-01
ORD984,,Electronics,,3,,2024/13/01
,,Elec ,281.35,,john ,2024/13/01
, Messi ,Electronics,,-1,,
,,Sports,387.25,-1,JOHN,
,messi,,unknown,,john ,2024-01-01
,Messi,Sports,,3,J0hn,2024-01-01
,Messi!!,,,9,,2024/13/01
991,Messi,sports,,7,,
992,,Electronics,110.97,,,
,,Sports,,,John,
994,messi,Electronics,,-1,john ,
995, Messi ,Elec ,unknown,,,
996,MESSI,sports,,8,John,2024-01-01
997,Messi,Electronics,unknown,-1,,01/02/2024
998,Messi!!,,unknown,9,john ,2024-01-01
999,messi,,,-1,,2024-01-01
,Messi,sports,,3,John,
,MESSI,,,,J0hn,2024-01-01
1002,MESSI,Sports,,10,J0hn,01/02/2024
1003,Messi!!,,147.91,-1,John,2024-01-01
1004,MESSI,,,,J0hn,01/02/2024
,MESSI,sports,201.36,-1,J0hn,01/02/2024
,Messi,Elec ,92.12,9,,2024/13/01
ORD1007,Messi,Electronics,,-1,J0hn,
,MESSI,Sports,,7,,2024-01-01
, Messi ,Electronics,,1,John,2024/13/01
,,,,2,john ,2024-01-01
,MESSI,,,-1,J0hn,
1012, Messi ,,unknown,-1,john ,01/02/2024
ORD1013,Messi,Electronics,366.38,,,
,MESSI,Sports,58.54,,john ,01/02/2024
ORD1015, Messi ,,265.59,,JOHN,
, Messi ,,unknown,,,
,Messi,Elec ,unknown,,John,
1018,MESSI,,,,john ,2024-01-01
1019,messi,Sports,158.5,,J0hn,
ORD1020,,Elec ,,,JOHN,2024/13/01
,messi,Sports,unknown,-1,john ,2024/13/01
ORD1022,Messi,sports,unknown,-1,john ,2024/13/01
,Messi!!,,107.5,,john ,
ORD1024,MESSI,Elec ,unknown,-1,JOHN,2024-01-01
ORD1025,Messi,Elec ,,10,John,2024-01-01
ORD1026,Messi!!,,unknown,,,
ORD1027,MESSI,,,,JOHN,
,Messi,sports,,-1,J0hn,01/02/2024
1029,Messi,,,,J0hn,
1030,Messi!!,Elec ,,8,J0hn,2024-01-01
1031, Messi ,sports,122.7,-1,J0hn,
,MESSI,,unknown,,john ,01/02/2024
,,sports,unknown,,J0hn,
,Messi,,,-1,,2024-01-01
1035,Messi,Elec ,,,John,01/02/2024
ORD1036,Messi!!,Electronics,,1,JOHN,2024-01-01
,Messi!!,Electronics,unknown,,john ,
,Messi,sports,unknown,6,,2024-01-01
,MESSI,Electronics,,,John,01/02/2024
ORD1040,messi,Elec ,184.25,2,J0hn,01/02/2024
ORD1041,,Electronics,,,,2024/13/01
,MESSI,sports,,,,01/02/2024
,Messi,Sports,unknown,-1,,01/02/2024
,messi,Electronics,441.33,-1,john ,
,MESSI,,,,John,
1046,,sports,,-1,john ,
1047,Messi!!,Electronics,276.53,2,john ,2024-01-01
1048,,Elec ,,,,2024-01-01
ORD1049,,Electronics,,,JOHN,
,Messi!!,Sports,,1,,
,messi,Elec ,146.27,-1,John,
1052,,Elec ,16.61,,J0hn,2024/13/01
ORD1053,Messi,sports,,,,01/02/2024
1054,,,,-1,J0hn,2024-01-01
,Messi!!,,,10,,
,,,293.15,-1,,01/02/2024
ORD1057,MESSI,Sports,,-1,,
, Messi ,Sports,,-1,John,
,,,unknown,5,,
,Messi!!,,488.16,-1,,01/02/2024
1061,Messi!!,,,5,john ,2024-01-01
1062,,,,,,
,Messi!!,Elec ,456.33,-1,john ,
,,Elec ,unknown,-1,john ,
1065, Messi ,Elec ,286.1,6,John,
,Messi,Electronics,,,JOHN,2024/13/01
ORD1067,,,unknown,4,J0hn,01/02/2024
,MESSI,sports,unknown,,John,2024-01-01
ORD1069,Messi!!,Elec ,,-1,,
,messi,Electronics,,,,
,Messi!!,Electronics,,,J0hn,
ORD1072,Messi!!,,unknown,-1,John,01/02/2024
,Messi,Electronics,351.42,7,JOHN,2024/13/01
ORD1074,Messi,Electronics,unknown,,JOHN,
,MESSI,Sports,436.72,7,John,01/02/2024
1076,messi,Sports,,,,
ORD1077,,Electronics,unknown,-1,John,2024/13/01
1078,messi,Sports,,,J0hn,
,Messi,sports,,,,01/02/2024
, Messi ,Elec ,,,,
1081,Messi,Elec ,,-1,J0hn,
1082,,,480.66,,John,2024-01-01
ORD1083,Messi,Elec ,186.05,9,john ,
,Messi!!,Electronics,,1,john ,2024/13/01
1085,,Elec ,,4,john ,
,MESSI,sports,,,john ,
,messi,sports,,10,john ,
1088,,Sports,,,john ,2024-01-01
, Messi ,,,,J0hn,2024/13/01
,Messi,sports,,-1,J0hn,01/02/2024
ORD1091,Messi,sports,unknown,7,JOHN,
ORD1092,MESSI,,177.93,1,John,
ORD1093,messi,Elec ,179.48,7,J0hn,
,Messi!!,,unknown,,,2024-01-01
,messi,,unknown,,John,
1096,messi,,,5,john ,2024/13/01
1097,MESSI,Elec ,,3,john ,2024-01-01
,messi,Sports,unknown,,J0hn,
,Messi,Electronics,,-1,JOHN,01/02/2024
ORD1100,messi,Electronics,unknown,-1,john ,2024/13/01
1101,Messi!!,,unknown,,,
,MESSI,Elec ,,7,JOHN,
,MESSI,Electronics,,-1,,2024-01-01
1104,,,,-1,,
,Messi!!,sports,unknown,,,
,Messi,Electronics,,,,2024-01-01
1107,Messi,Elec ,unknown,-1,,2024-01-01
ORD1108,Messi,Electronics,,,John,01/02/2024
ORD1109, Messi ,,unknown,4,John,2024/13/01
ORD1110,Messi,Electronics,,,J0hn,2024-01-01
1111, Messi ,Sports,unknown,,JOHN,2024/13/01
, Messi ,Electronics,,,J0hn,01/02/2024
,,,,1,JOHN,
,Messi,Electronics,,8,,2024/13/01
,,sports,318.14,-1,John,
ORD1116,MESSI,Elec ,,-1,,
1117,Messi,,344.71,,john ,
,Messi,,,,john ,2024-01-01
1119,,Elec ,,,john ,
,,sports,unknown,,,
ORD1121,MESSI,Sports,,,John,
ORD1122,Messi!!,Elec ,,7,J0hn,01/02/2024
1123,,Elec ,180.56,,JOHN,2024-01-01
1124,MESSI,Electronics,106.31,,,
,Messi!!,Electronics,,,JOHN,
ORD1126,,Electronics,100.96,7,JOHN,2024-01-01
ORD1127,,,unknown,,J0hn,01/02/2024
ORD1128, Messi ,Sports,,,,
ORD1129,,Elec ,,-1,J0hn,2024/13/01
,MESSI,sports,,-1,,
,messi,,,-1,,
1132,MESSI,Sports,74.14,3,,2024/13/01
,,,,,john ,01/02/2024
, Messi ,sports,unknown,,John,2024-01-01
,,,64.77,7,john ,
,Messi!!,,,,JOHN,01/02/2024
,MESSI,Electronics,unknown,3,,
,messi,Elec ,unknown,-1,JOHN,
1139,,,unknown,,,2024/13/01
, Messi ,,,-1,JOHN,01/02/2024
,Messi,Electronics,unknown,7,JOHN,
1142,Messi!!,sports,,,john ,2024-01-01
,Messi,Electronics,unknown,,,
,MESSI,,unknown,,,
,,Elec ,unknown,,John,01/02/2024
, Messi ,Elec ,,,JOHN,
ORD1147,MESSI,sports,,,,
ORD1148, Messi ,Elec ,,-1,,2024/13/01
ORD1149, Messi ,Sports,252.06,-1,,01/02/2024
,messi,,,8,,
,,,,2,,2024-01-01
,Messi,Electronics,,,,
,,Sports,unknown,5,JOHN,
1154,MESSI,,unknown,,JOHN,2024-01-01
, Messi ,Elec ,,,JOHN,01/02/2024
ORD1156,MESSI,Electronics,,,J0hn,
,,,142.11,-1,,01/02/2024
,Messi!!,,343.63,,john ,
ORD1159,MESSI,Sports,,,JOHN,
,,,unknown,-1,John,
,MESSI,,unknown,,John,2024-01-01
1162,messi,,,,,2024/13/01
ORD1163,,sports,,,JOHN,
,Messi,Elec ,unknown,,J0hn,
,,Elec ,489.16,,,
,messi,Elec ,19.22,,,01/02/2024
1167,messi,Sports,308.58,,J0hn,2024/13/01
1168,Messi,Electronics,80.31,7,John,01/02/2024
ORD1169, Messi ,Sports,301.54,-1,john ,01/02/2024
1170,MESSI,Elec ,,,JOHN,
, Messi ,Elec ,unknown,,J0hn,01/02/2024
1172, Messi ,Sports,,10,J0hn,
ORD1173,Messi,Elec ,unknown,4,J0hn,2024-01-01
1174,Messi!!,Electronics,unknown,,JOHN,
,,,unknown,,John,01/02/2024
ORD1176,,Sports,,,john ,2024/13/01
,,Sports,unknown,8,,2024-01-01
, Messi ,sports,unknown,,John,
,,,unknown,,J0hn,
ORD1180,MESSI,Elec ,,-1,,
ORD1181,Messi!!,Electronics,,,,2024-01-01
,Messi!!,,409.96,,john ,01/02/2024
,Messi!!,sports,unknown,,John,
, Messi ,,,,,
ORD1185,messi,,unknown,,J0hn,
1186, Messi ,,,7,,
,,sports,,2,JOHN,2024-01-01
ORD1188,Messi!!,sports,unknown,,john ,01/02/2024
,Messi,Elec ,,10,J0hn,01/02/2024
,Messi!!,,,,,
,Messi,,,,J0hn,2024-01-01
1192,Messi,Elec ,289.86,10,JOHN,
1193,Messi,,436.76,3,J0hn,2024/13/01
1194,MESSI,sports,unknown,,John,2024-01-01
ORD1195,MESSI,Electronics,,,john ,
,Messi,sports,,,JOHN,01/02/2024
1197,messi,Electronics,,-1,John,01/02/2024
,,,,,,2024/13/01
,messi,Electronics,18.46,,JOHN,
1200,messi,sports,404.12,,,
1201,Messi,,,9,JOHN,2024/13/01
,,Sports,,2,,
,Messi!!,,15.51,9,,
,Messi,Electronics,295.73,10,J0hn,01/02/2024
,Messi,,,,JOHN,
,,Electronics,,,,
,MESSI,Sports,unknown,,john ,2024-01-01
,,Sports,,,,2024-01-01
,messi,Electronics,unknown,,JOHN,2024-01-01
, Messi ,,,4,,2024-01-01
1211, Messi ,Sports,unknown,,J0hn,2024/13/01
ORD1212, Messi ,,unknown,-1,,
ORD1213,MESSI,sports,373.83,8,john ,01/02/2024
,,Elec ,unknown,,,01/02/2024
1215,,Electronics,312.3,-1,John,2024-01-01
ORD1216,Messi,,201.07,-1,John,01/02/2024
ORD1217,Messi,Elec ,unknown,9,,
1218,MESSI,Elec ,,,John,
, Messi ,Elec ,,,,2024-01-01
, Messi ,,,-1,J0hn,2024/13/01
,MESSI,,,5,,01/02/2024
,messi,,,,John,2024-01-01
1223,Messi,,unknown,,john ,01/02/2024
ORD1224,Messi!!,Sports,284.2,7,,
1225,Messi,sports,unknown,,J0hn,2024-01-01
1226,Messi,,unknown,-1,J0hn,2024-01-01
,messi,Electronics,402.94,4,J0hn,2024-01-01
ORD1228,Messi!!,Sports,unknown,,,2024-01-01
1229,MESSI,,460.36,8,J0hn,2024-01-01
ORD1230,,,13.09,,,2024-01-01
ORD1231,Messi!!,Electronics,179.05,-1,John,
1232,,,114.84,,john ,
1233, Messi ,Sports,unknown,5,J0hn,
,messi,,,-1,,01/02/2024
,MESSI,,unknown,,john ,2024-01-01
ORD1236,,Elec ,476.85,-1,,2024/13/01
,Messi!!,Electronics,unknown,2,john ,01/02/2024
1238,MESSI,,unknown,-1,john ,01/02/2024
1239,messi,sports,,-1,john ,01/02/2024
1240,Messi!!,,37.25,-1,John,2024-01-01
,messi,Electronics,,,J0hn,2024/13/01
ORD1242, Messi ,,unknown,,,01/02/2024
ORD1243,Messi,Electronics,unknown,,john ,2024/13/01
,messi,Elec ,,1,John,2024/13/01
ORD1245,,,,2,john ,2024/13/01
,Messi!!,,unknown,,,01/02/2024
1247,Messi!!,Sports,391.8,3,JOHN,2024-01-01
1248,Messi!!,Electronics,unknown,-1,John,01/02/2024
,Messi,sports,,,JOHN,01/02/2024
,Messi!!,,120.37,6,,01/02/2024
,,Elec ,,,,
,messi,,,,JOHN,01/02/2024
ORD1253,,Elec ,,8,JOHN,
,Messi,Electronics,432.38,-1,J0hn,2024-01-01
1255,,sports,427.42,5,,01/02/2024
,MESSI,Elec ,,-1,,
1257,,,89.48,8,JOHN,2024/13/01
1258,messi,,unknown,,John,01/02/2024
,MESSI,,219.61,-1,john ,2024-01-01
,MESSI,,,5,john ,2024/13/01
ORD1261,,sports,,,john ,01/02/2024
, Messi ,,,,,
,Messi,Elec ,,-1,J0hn,2024-01-01
,MESSI,sports,,-1,,2024/13/01
1265,,sports,366.84,-1,John,
ORD1266,MESSI,,,,J0hn,
,,,453.96,-1,john ,
ORD1268,MESSI,Elec ,,-1,John,2024/13/01
ORD1269,,,,4,,01/02/2024
ORD1270,Messi,Sports,,-1,,
,MESSI,,421.07,,John,2024-01-01
,Messi!!,Electronics,,-1,,
ORD1273, Messi ,Electronics,,,John,2024-01-01
,MESSI,Sports,272.5,-1,J0hn,
,,,449.53,-1,,01/02/2024
ORD1276,messi,sports,,,JOHN,2024/13/01
ORD1277, Messi ,,,,,2024-01-01
ORD1278, Messi ,,,,john ,
,,Sports,,,,
1280,messi,,unknown,,john ,2024/13/01
1281,MESSI,Elec ,,,J0hn,
1282,messi,Elec ,,-1,,
,,,,,John,2024/13/01
, Messi ,sports,,,JOHN,
,Messi!!,Electronics,unknown,3,john ,2024-01-01
ORD1286,messi,Electronics,,,J0hn,
,,Electronics,,,,
ORD1288,,Sports,unknown,,JOHN,2024-01-01
1289,MESSI,,unknown,-1,,2024/13/01
1290,MESSI,Sports,383.27,-1,,2024-01-01
,,Elec ,unknown,,john ,
,Messi,,44.55,7,john ,2024-01-01
,Messi!!,,unknown,-1,John,
1294,,sports,unknown,7,J0hn,2024-01-01
, Messi ,Electronics,,-1,J0hn,01/02/2024
ORD1296,,,,4,,01/02/2024
,messi,,,5,john ,2024-01-01
,messi,Elec ,207.21,,John,2024/13/01
,Messi,,,-1,John,01/02/2024
ORD1300,MESSI,Sports,161.8,-1,J0hn,2024-01-01
1301,,Sports,,9,,
,Messi!!,sports,,,JOHN,
1303,,sports,unknown,-1,,
,Messi,,unknown,8,JOHN,
,messi,,,9,JOHN,2024-01-01
ORD1306,,,,1,J0hn,
,MESSI,Elec ,,8,,01/02/2024
1308,Messi!!,sports,,4,,
, Messi ,Elec ,,-1,,2024/13/01
,MESSI,Electronics,,6,,
,,sports,unknown,4,John,2024-01-01
,Messi!!,,,-1,,2024-01-01
,messi,Elec ,,,,01/02/2024
,,,,,john ,
,Messi,sports,421.51,,John,
,Messi,Elec ,,,john ,2024/13/01
1317,messi,Elec ,131.22,,,2024/13/01
ORD1318,MESSI,sports,,,J0hn,
, Messi ,Elec ,,,J0hn,
1320,,sports,,3,,01/02/2024
,,Sports,,-1,,2024-01-01
1322,,Elec ,,,,01/02/2024
, Messi ,Electronics,unknown,-1,,
, Messi ,Elec ,,,,2024-01-01
1325, Messi ,sports,unknown,,J0hn,01/02/2024
ORD1326,MESSI,,,7,John,
,,sports,unknown,10,john ,
ORD1328,Messi!!,,,,JOHN,2024-01-01
ORD1329,,Elec ,,,J0hn,2024/13/01
ORD1330,,Electronics,,,J0hn,2024/13/01
1331,MESSI,Elec ,299.55,,,01/02/2024
1332,messi,Sports,,9,JOHN,
,,Sports,430.89,,,
ORD1334,,Sports,295.63,,,2024-01-01
,,Sports,unknown,,,01/02/2024
,MESSI,Elec ,unknown,8,,2024-01-01
ORD1337,,Sports,,,J0hn,
1338,messi,Elec ,,,john ,01/02/2024
,,,,,J0hn,2024-01-01
ORD1340,messi,sports,unknown,,John,2024-01-01
, Messi ,,419.18,6,,2024-01-01
,MESSI,Elec ,unknown,5,JOHN,01/02/2024
, Messi ,sports,308.18,,,
1344,Messi!!,,unknown,-1,,
1345,,,,3,J0hn,01/02/2024
